ref;design;Preco_Euros
CSONMDCSUPSTUA;ON(m): CS Desktop Corporate Suporte + Stocks U.A.;1,67
CSATEDEPOS;AT: CS Enterprise Documentos Eletrónicos p/ POS;101
CSONMMMOLUA;ON: CS Manufactor Manager Moldes U.A.;12
CSCCRMM;CS Corporate CRM Mono;961
CSONCEQPMGSAM;ON: CS Corporate Equipamento p/ Gestão Srv.Adic.Mono;58
CSSAAPROJR;SA: CS Advanced Projeto p/ Gestão Rede;2185
CSWAECOGUA;CS Web Advanced Ecovalor p/ Gestão U.A.;28
CSONMCINT;ON(m): CS Corporate Intrastat;16
CSATCGESCLSAR;AT: CS Corporate Gestão Clientes Srv.Adic.Rede;126
CSATATERMPSA;AT: CS Advanced Terminais Portáteis Srv.Adic.;380
CSSAWESUP5;SA: CS Web Enterprise Suporte 1a5 U.A.;152
CSONCORCAPSAR;ON: CS Corporate Orçamento p/ Gestão Srv.Adic.Rede;219
CSONDACONTPUA;ON: CS Desktop Advanced Controlo p/ Gestão U.A.;20
CSMMPLAR;CS Manufactor Manager Planning Rede;1999
CSATDEFROT5;AT: CS Desktop Enterprise Frota 1a5 U.A.;201
CSONWECAR5;ON: CS Web Enterprise Careers 1a5 U.A.;31
CSWAEB2C;CS Web Advanced E-Commerce B2C;2576
CSSACPGLOM;SA: CS Corporate Global Mono;1507
CSONMCFORMR;ON(m): CS Corporate Formação Rede;34,58
CERTMANU;Certificação PHC CS Manufactor;100
CSONMEIECAP20P;ON(m): CS Enterprise IEC Álcool p/ POS 11a20 Postos;2
CSATDECRM21;AT: CS Desktop Enterprise CRM +20 U.A.;52
CSSADASUPUA;SA: CS Desktop Advanced Suporte U.A.;58
CSATAECOGSA;AT: CS Advanced Ecovalor p/ Gestão Srv.Adic.;149
CSONDAGAI120;ON: CS Desktop Advanced GenAI 1a20 U.A.;13
CSONDEREVIP20;ON: CS Desktop Enterprise Revisão de Preços 6a20 U.A.;33
CSCPGLOSAM;CS Corporate Global Srv.Adic.Mono;2097
CSONWEDOC401;ON: CS Web Enterprise Documentos +400 U.A.;3
CSONMEFORNR10P;ON(m): CS Enterprise Fornecedores p/ Rest. 1a10 Postos;12,92
CSMMGREPR;CS Manufactor Manager Grelhas Rede;798
CSATECONTSA;AT: CS Enterprise Contabilidade Srv.Adic.;936
CSARGPD;CS Advanced RGPD;720
CSWACAR100;CS Web Advanced Careers 21a100 U.A.;33
CSONDAMEDIPUA;ON: CS Desktop Advanced Medição p/ Gestão U.A.;38
CSCDOCR;CS Corporate Documentos Rede;961
CSSADEPROJ20;SA: CS Desktop Enterprise Projeto p/ Gestão 6a20 U.A.;128
CSSAEFORNP21P;SA: CS Enterprise Fornecedores p/ POS +20 Postos;149
CSSADAEQPMGUA;SA: CS Desktop Advanced Equipamento p/ Gestão U.A.;13
CSSAASUPSTR;SA: CS Advanced Suporte + Stocks Rede;1121
CSSACCONTM;SA: CS Corporate Contabilidade Mono;403
CSECONSR;CS Enterprise Consolidação Rede;6238
CSONCIMOVM;ON: CS Corporate Imóveis Mono;192
CSSAWEGAI20;SA: CS Web Enterprise GenAI 6a20 U.A.;19
CSONCPLANPSAR;ON: CS Corporate Planeamento p/ Gestão Srv.Adic.Rede;104
CSSAASINCPA;SA: CS Advanced Sincro Posto;82
CSAFORMSA;CS Advanced Formação Srv.Adic.;1160
NSFMANPR;Ficha Manufactor Partner Renovação;44
CSCOCUGM;CS Corporate Ocupação p/ Gestão Mono;639
CSATAEQUISA;AT: CS Advanced Equipa Srv.Adic.;580
CSCFROTR;CS Corporate Frota Rede;1152
CSSAWAGAI100;SA: CS Web Advanced GenAI 21a100 U.A.;6
CSONMCOCUGSAR;ON(m): CS Corporate Ocupação p/ Gestão Srv.Adic.Rede;7,67
CSSAARGPDPPA;SA: CS Advanced RGPD p/ POS Posto;68
CSONDCDOCUA;ON: CS Desktop Corporate Documentos U.A.;11
CSSAAGREGR;SA: CS Advanced Grelhas p/ Gestão Rede;214
CSATAEQPMGSA;AT: CS Advanced Equipamento p/ Gestão Srv.Adic.;149
CSATCIMOBM;AT: CS Corporate Imobilizado Mono;561
CSATEPOS21P;AT: CS Enterprise POS +20 Postos;310
CSONCCONTR;ON: CS Corporate Contabilidade Rede;322
CSWCGEB2C;CS Web Corporate Grelhas p/ E-Commerce B2C;187
CSSAWCCONT120;SA: CS Web Corporate Contabilidade 1a20 U.A.;19
CSONMACONSR;ON(m): CS Advanced Consolidação Rede;128
CSONDAPLANPUA;ON: CS Desktop Advanced Planeamento p/ Gestão U.A.;20
CSSAALOTGR;SA: CS Advanced Lotes p/ Gestão Rede;695
CSONCOCUGR;ON: CS Corporate Ocupação p/ Gestão Rede;184
CSONWESUPE;ON: CS Web Enterprise Suporte Extranet;719
CSDECONTP5;CS Desktop Enterprise Controlo p/ Gestão 1a5 U.A.;130
CSWACOLAB100;CS Web Advanced Colaborador 21a100 U.A.;30
CSWADOCE;CS Web Advanced Documentos Extranet;1098
CSATCCON;AT: CS Corporate Conector;600
CSONMEPROJR;ON(m): CS Enterprise Projeto p/ Gestão Rede;156,75
CSCDOCSAR;CS Corporate Documentos Srv.Adic.Rede;481
CSONMWCGEB2C;ON(m): CS Web Corporate Grelhas p/ E-Commerce B2C;3,75
CSDAREVIPUA;CS Desktop Advanced Revisão de Preços U.A.;159
CSERES21P;CS Enterprise Restauração +20 Postos;620
CSONMWEDOC400;ON(m): CS Web Enterprise Documentos 101a400 U.A.;0,42
CSACONTPR;CS Advanced Controlo p/ Gestão Rede;1122
CSONMCIMOVR;ON(m): CS Corporate Imóveis Rede;19,25
CSONAGREPPA;ON: CS Advanced Grelhas p/ POS Posto;24
CSONEFORNR10P;ON: CS Enterprise Fornecedores p/ Rest. 1a10 Postos;155
CSATCGESTESAM;AT: CS Corporate Gestão Terceiros Srv.Adic.Mono;361
CSONAOBRGR;ON: CS Advanced Obras p/ Gestão Rede;464
CSATMMPLATR;AT: CS Manufactor Manager Platform Rede;1913
CSONMCGESM;ON(m): CS Corporate Gestão Mono;38,42
CERTIFVENCOLAB;Certificação PHC CS vencimentos e Colaborador;250
CSONETERMR10P;ON: CS Enterprise Terminais p/ Rest. 1a10 Postos;38
CSSAESINC21P;SA: CS Enterprise Sincro +20 Postos;65
CSCRES1P;CS Corporate Restauração 1º Posto;302
CSSACRES5P;SA: CS Corporate Restauração 2a5 Postos;145
CSONACONTSA;ON: CS Advanced Contabilidade Srv.Adic.;374
CSSAASUPR;SA: CS Advanced Suporte Rede;833
CSWEDOCE;CS Web Enterprise Documentos Extranet;1647
CSESERVGSA;CS Enterprise Serviços Srv.Adic.;398
CSDELET5;CS Desktop Enterprise Letras 1a5 U.A.;360
CSONMEECOP21P;ON(m): CS Enterprise Ecovalor p/ POS +20 Postos;1,67
CSDCFROTUA;CS Desktop Corporate Frota U.A.;53
CSONMAGREPPA;ON(m): CS Advanced Grelhas p/ POS Posto;2
CSONMEPLATSA;ON: CS Manufactor Executive Platform Srv.Adic.;1137
CSSADEFROT20;SA: CS Desktop Enterprise Frota 6a20 U.A.;74
CSDEPROJ5;CS Desktop Enterprise Projeto p/ Gestão 1a5 U.A.;705
CSONCMULTP5P;ON: CS Corporate Multilingua p/ POS 1a5 Postos;20
CSONDCLOTGUA;ON: CS Desktop Corporate Lotes p/ Gestão U.A.;9
CSONMDACRMUA;ON(m): CS Desktop Advanced CRM U.A.;3,25
CSONDEOBRG5;ON: CS Desktop Enterprise Obras p/ Gestão 1a5 U.A.;29
CSONDCVENCUA;ON: CS Desktop Corporate Vencimentos U.A.;18
CSONDCPROJUA;ON: CS Desktop Corporate Projeto p/ Gestão U.A.;51
CSATEGESSA;AT: CS Enterprise Gestão Srv.Adic.;1152
CSECONTSA;CS Enterprise Contabilidade Srv.Adic.;1871
CSSADESHST20;SA: CS Desktop Enterprise SHST 6a20 U.A.;38
CSONEGREP10P;ON: CS Enterprise Grelhas p/ POS 1a10 Postos;29
CSSAWARGPD;SA: CS Web Advanced RGPD;17
CSCDERES;CS Corporate Documentos Eletrónicos p/ Restauração;80
CERTIFHCM;Certificação PHC CS Human Capital Management;250
CSSADESC20;SA: CS Desktop Enterprise Safe Credit 6a20 U.A.;10
CSONDEDOCB21;ON: CS Desktop Enterprise Documentos + BPM +20 U.A.;23
CSONCVENCM;ON: CS Corporate Vencimentos Mono;276
CSONMDELOGIG20;ON(m): CS Desktop Enterprise Logística p/ Gestão 6a20 U.A.;2,08
CSONWEGAI400;ON: CS Web Enterprise GenAI 101a400 U.A.;2
CSATDEGREG5;AT: CS Desktop Enterprise Grelhas p/ Gestão 1a5 U.A.;61
CSDALETUA;CS Desktop Advanced Letras U.A.;159
CSONECRMSA;ON: CS Enterprise CRM Srv.Adic.;323
CSCLETSAR;CS Corporate Letras Srv.Adic.Rede;384
CSATWASUPUA;AT: CS Web Advanced Suporte U.A.;60
CSSAEPROJR;SA: CS Enterprise Projeto p/ Gestão Rede;2817
CSONCCLIM;ON: CS Corporate Clínica Mono;269
CSSAWEGES5;SA: CS Web Enterprise Gestão 1a5 U.A.;432
CSSAAECOGR;SA: CS Advanced Ecovalor p/ Gestão Rede;214
CSSADECAR5;SA: CS Desktop Enterprise Careers 1a5 U.A.;204
CSSACPGCRMR;SA: CS Corporate Gestão Completo + CRM Comercial Rede;1035
CSSAWCSUPE;SA: CS Web Corporate Suporte Extranet;359
CSWERGPD;CS Web Enterprise RGPD;163
CSONASUPSTSA;ON: CS Advanced Suporte + Stocks Srv.Adic.;374
CSSAWCEB2B;SA: CS Web Corporate E-Commerce B2B;359
CSONMALOGIGSA;ON(m): CS Advanced Logística p/ Gestão Srv.Adic.;19,83
CSONACONSR;ON: CS Advanced Consolidação Rede;1536
CSCEQUIM;CS Corporate Equipa Mono;961
CSATCFORNP5P;AT: CS Corporate Fornecedores p/ POS 2a5 Postos;185
CSONMDAREVIPUA;ON(m): CS Desktop Advanced Revisão de Preços U.A.;3,17
CSCPOS1P;CS Corporate POS 1º Posto;302
CSCPGLOM;CS Corporate Global Mono;4194
CSONMEREVIPR;ON(m): CS Enterprise Revisão de Preços Rede;60,83
CSONMACARR;ON(m): CS Advanced Careers Rede;23,42
CSATESMS;AT: CS Enterprise SMS;242
CSONDALOGIGUA;ON: CS Desktop Advanced Logística p/ Gestão U.A.;33
CSDESUPST20;CS Desktop Enterprise Suporte + Stocks 6a20 U.A.;360
CSATCSERVGSAR;AT: CS Corporate Serviços Srv.Adic.Rede;144
CSATDCORCAPUA;AT: CS Desktop Corporate Orçamento p/ Gestão U.A.;48
CSONMDEFROT20;ON(m): CS Desktop Enterprise Frota 6a20 U.A.;4,08
CSATCMEDIPM;AT: CS Corporate Medição p/ Gestão Mono;760
CSATEDESA;AT: CS Enterprise Documentos Eletrónicos Srv.Adic.;229
CSWAEB2BIUA;CS Web Advanced E-Commerce B2B Intranet U.A.;275
CSONCFORMM;ON: CS Corporate Formação Mono;346
CSONMDACONTPUA;ON(m): CS Desktop Advanced Controlo p/ Gestão U.A.;1,67
CSSADEIMOV5;SA: CS Desktop Enterprise Imóveis 1a5 U.A.;248
CSONMEFORMR;ON(m): CS Enterprise Formação Rede;126,42
CSSAWERECRU21;SA: CS Web Enterprise Recrutamento +20 U.A.;53
CSONMESINC10P;ON(m): CS Enterprise Sincro 1a10 Postos;5,75
CSCFORMM;CS Corporate Formação Mono;1441
CSSADCIECAGUA;SA: CS Desktop Corporate IEC Álcool p/ Gestão U.A.;10
CSONACON;ON: CS Advanced Conector;365
CSONMDESERVG20;ON(m): CS Desktop Enterprise Serviços 6a20 U.A.;1,08
CSONMCSUPR;ON(m): CS Corporate Suporte Rede;26,83
CSATAFORNPPA;AT: CS Advanced Fornecedores p/ POS Posto;255
CSATACLIR;AT: CS Advanced Clínica Rede;1160
CSATWEFORM21;AT: CS Web Enterprise Formação +20 U.A.;53
CSATDECONT5;AT: CS Desktop Enterprise Contabilidade 1a5 U.A.;285
CSONMDAGAI101;ON(m): CS Desktop Advanced GenAI +100 U.A.;0,17
CSSADEIECAG21;SA: CS Desktop Enterprise IEC Álcool p/ Gestão +20 U.A.;10
CSSADAIMOBUA;SA: CS Desktop Advanced Imobilizado U.A.;81
CSDESHST21;CS Desktop Enterprise SHST +20 U.A.;47
CSSADEDOCB20;SA: CS Desktop Enterprise Documentos + BPM 6a20 U.A.;64
CSSAEFROTR;SA: CS Enterprise Frota Rede;1610
CSSAWEDOC400;SA: CS Web Enterprise Documentos 101a400 U.A.;7
CSATASHSTSA;AT: CS Advanced SHST Srv.Adic.;221
CSONMDCEQPMGUA;ON(m): CS Desktop Corporate Equipamento p/ Gestão U.A.;0,5
CSONCSUPSAM;ON: CS Corporate Suporte Srv.Adic.Mono;135
CSATCGESSAM;AT: CS Corporate Gestão Srv.Adic.Mono;480
CSATWALOTGUA;AT: CS Web Advanced Lotes p/ Gestão U.A.;51
CSSADASC21;SA: CS Desktop Advanced Safe Credit U.A.;8
CSONMMMGREPR;ON(m): CS Manufactor Manager Grelhas Rede;16
CSONMEFORNP20P;ON(m): CS Enterprise Fornecedores p/ POS 11a20 Postos;10,33
CSAGREPPA;CS Advanced Grelhas p/ POS Posto;99
CSEFORNP21P;CS Enterprise Fornecedores p/ POS +20 Postos;414
CSONWEIMOB21;ON: CS Web Enterprise Imobilizado +20 U.A.;24
CSONMWCEQUIE;ON(m): CS Web Corporate Equipa Extranet;12
CSONWACRMUA;ON: CS Web Advanced CRM U.A.;29
CSSADEORCAP5;SA: CS Desktop Enterprise Orçamento p/ Gestão 1a5 U.A.;107
CSONCCRMR;ON: CS Corporate CRM Rede;276
CSONWECONT5;ON: CS Web Enterprise Contabilidade 1a5 U.A.;100
CSONCORCAPM;ON: CS Corporate Orçamento p/ Gestão Mono;365
CSATDESHST21;AT: CS Desktop Enterprise SHST +20 U.A.;24
CSONWCGAI120;ON: CS Web Corporate GenAI 1a20 U.A.;6
CSATCIMOVSAM;AT: CS Corporate Imóveis Srv.Adic.Mono;200
CSSACPLANPM;SA: CS Corporate Planeamento p/ Gestão Mono;259
CSSAWEEQUI21;SA: CS Web Enterprise Equipa +20 U.A.;28
CSONDESUPST20;ON: CS Desktop Enterprise Suporte + Stocks 6a20 U.A.;86
CSSACFORMR;SA: CS Corporate Formação Rede;621
CSSAERGPDPPA;SA: CS Enterprise RGPD p/ POS Posto;91
CSONMWARECRU21;ON(m): CS Web Advanced Recrutamento +20 U.A.;1,5
CSATWEDEINT;AT: CS Web Enterprise Documentos Eletrónicos Intranet;82
CSATDEDOCB5;AT: CS Desktop Enterprise Documentos + BPM 1a5 U.A.;183
CSONAOKRR;ON: CS Advanced OKR Rede;417
CSONCPLANPM;ON: CS Corporate Planeamento p/ Gestão Mono;173
CSONMCSUPSAR;ON(m): CS Corporate Suporte Srv.Adic.Rede;13,42
CSSAWEECOG20;SA: CS Web Enterprise Ecovalor p/ Gestão 6a20 U.A.;15
CSATEDERES;AT: CS Enterprise Documentos Eletrónicos p/ Restauração;101
CSATEMULTSA;AT: CS Enterprise Multilingua Srv.Adic.;190
CSONCCON;ON: CS Corporate Conector;288
CSONMWECAR401;ON(m): CS Web Enterprise Careers +400 U.A.;0,17
CSCEQPMP5P;CS Corporate Equipamento p/ POS 1a5 Postos;99
CSONMWEGES20;ON(m): CS Web Enterprise Gestão 6a20 U.A.;12
CSONCEDIB;ON: CS Corporate EDI Broker;58
CSATCDERES;AT: CS Corporate Documentos Eletrónicos p/ Restauração;40
CSECRMSA;CS Enterprise CRM Srv.Adic.;1344
CSATCECOGSAR;AT: CS Corporate Ecovalor p/ Gestão Srv.Adic.Rede;144
CSONMDCFORMUA;ON(m): CS Desktop Corporate Formação U.A.;1,83
CSWADOC120;CS Web Advanced Documentos 1a20 U.A.;120
CSONDEREVIP5;ON: CS Desktop Enterprise Revisão de Preços 1a5 U.A.;65
CSONMCSUPSTSAM;ON(m): CS Corporate Suporte + Stocks Srv.Adic.Mono;13,08
CSATDAVENCUA;AT: CS Desktop Advanced Vencimentos U.A.;112
CSONESCSA;ON: CS Enterprise Safe Credit Srv.Adic.;40
CSONDAFROTUA;ON: CS Desktop Advanced Frota U.A.;38
CSSADCGAIUA;SA: CS Desktop Corporate GenAI U.A.;11
CSONMDECRM21;ON(m): CS Desktop Enterprise CRM +20 U.A.;2,08
CSATDEORCAP5;AT: CS Desktop Enterprise Orçamento p/ Gestão 1a5 U.A.;149
CSONMCECOGSAR;ON(m): CS Corporate Ecovalor p/ Gestão Srv.Adic.Rede;5,75
CSONMAVENCSA;ON(m): CS Advanced Vencimentos Srv.Adic.;31,17
CSATAFROTSA;AT: CS Advanced Frota Srv.Adic.;580
CSONMWADEINT;ON(m): CS Web Advanced Documentos Eletrónicos Intranet;0,92
CSEESNR;CS Enterprise Licença de Ensino Rede;329
CSATCPOS1P;AT: CS Corporate POS 1º Posto;151
CSONDEMEDIP5;ON: CS Desktop Enterprise Medição p/ Gestão 1a5 U.A.;72
CSDEEQUI5;CS Desktop Enterprise Equipa 1a5 U.A.;409
CSONMEEQPMP20P;ON(m): CS Enterprise Equipamento p/ POS 11a20 Postos;2,5
CSONMCLOTGSAM;ON(m): CS Corporate Lotes p/ Gestão Srv.Adic.Mono;6,42
CSSACFORMM;SA: CS Corporate Formação Mono;518
CSONMDEQUALI5;ON(m): CS Desktop Enterprise Qualidade 1a5 U.A.;8
CSSADESUPST5;SA: CS Desktop Enterprise Suporte + Stocks 1a5 U.A.;260
CSATDAGREGUA;AT: CS Desktop Advanced Grelhas p/ Gestão U.A.;19
CSATEINTSA;AT: CS Enterprise Intrastat Srv.Adic.;481
CSWAFORME;CS Web Advanced Formação Extranet;1998
CSADE;CS Advanced Documentos Eletrónicos;720
CSONMECARR;ON(m): CS Enterprise Careers Rede;46,75
CSONASINCPA;ON: CS Advanced Sincro Posto;54
CSSADCMEDIPUA;SA: CS Desktop Corporate Medição p/ Gestão U.A.;35
CSACONSA;CS Advanced Conector Srv.Adic.;760
CSSAMEPLATI;SA: CS Manufactor Executive Platform Intranet;65
CSONMELOGIGR;ON(m): CS Enterprise Logística p/ Gestão Rede;46,08
CSSAAPGLOR;SA: CS Advanced Global Rede;4291
CSSAWCEDIB;SA: CS Web Corporate EDI Broker;10
CSONMEXL1P;ON(m): CS Enterprise XL 1º Posto;16,92
CSSAWAEDIB;SA: CS Web Advanced EDI Broker;17
CSONWAEDIB;ON: CS Web Advanced EDI Broker;11
CSCIECAGSAR;CS Corporate IEC Álcool p/ Gestão Srv.Adic.Rede;288
CSONWEDOC100;ON: CS Web Enterprise Documentos 21a100 U.A.;17
CSONWAEQUIUA;ON: CS Web Advanced Equipa U.A.;29
CSONCOBRGR;ON: CS Corporate Obras p/ Gestão Rede;184
CSCGESTER;CS Corporate Gestão Terceiros Rede;1728
CSONDCCRMUA;ON: CS Desktop Corporate CRM U.A.;13
CSSADECRM20;SA: CS Desktop Enterprise CRM 6a20 U.A.;75
CSATERES21P;AT: CS Enterprise Restauração +20 Postos;310
CSONWAFORMUA;ON: CS Web Advanced Formação U.A.;29
CSATAIMOBR;AT: CS Advanced Imobilizado Rede;1560
CSONWAECOGUA;ON: CS Web Advanced Ecovalor p/ Gestão U.A.;7
CSONCEQUISAM;ON: CS Corporate Equipa Srv.Adic.Mono;115
CSSADEREVIP5;SA: CS Desktop Enterprise Revisão de Preços 1a5 U.A.;98
CSCIMOBSAR;CS Corporate Imobilizado Srv.Adic.Rede;672
CSONMWECRM20;ON(m): CS Web Enterprise CRM 6a20 U.A.;3,08
CSATCINT;AT: CS Corporate Intrastat;399
CSATCPOS5P;AT: CS Corporate POS 2a5 Postos;202
CSONDEQUALI21;ON: CS Desktop Enterprise Qualidade +20 U.A.;25
CSONCCRMSAR;ON: CS Corporate CRM Srv.Adic.Rede;138
CSONMWEIMOB20;ON(m): CS Web Enterprise Imobilizado 6a20 U.A.;3,92
CSONMWCCONT120;ON(m): CS Web Corporate Contabilidade 1a20 U.A.;1,08
CSATEGREGSA;AT: CS Enterprise Grelhas p/ Gestão Srv.Adic.;199
CSONCGESSAM;ON: CS Corporate Gestão Srv.Adic.Mono;230
CSSAAMEDIPR;SA: CS Advanced Medição p/ Gestão Rede;833
CSSADEIECAG20;SA: CS Desktop Enterprise IEC Álcool p/ Gestão 6a20 U.A.;20
CSMMMRPUA;CS Manufactor Manager MRP U.A.;149
CSWCFORME;CS Web Corporate Formação Extranet;998
CSONMWAOKR120;ON(m): CS Web Advanced OKR 1a20 U.A.;1,92
CSONAEDIB;ON: CS Advanced EDI Broker;101
CSMEMRPUA;CS Manufactor Executive MRP U.A.;483
CSONMARES1P;ON(m): CS Advanced Restauração 1º Posto;10,08
CSONCIECAGSAR;ON: CS Corporate IEC Álcool p/ Gestão Srv.Adic.Rede;69
CSDAEQUIUA;CS Desktop Advanced Equipa U.A.;161
CSATASUPSTSA;AT: CS Advanced Suporte + Stocks Srv.Adic.;780
CSATEIMOBSA;AT: CS Enterprise Imobilizado Srv.Adic.;936
CSATCCRMSAM;AT: CS Corporate CRM Srv.Adic.Mono;241
CSATEQUALIR;AT: CS Enterprise Qualidade Rede;2240
CSONDELET21;ON: CS Desktop Enterprise Letras +20 U.A.;22
CSATCDOCSAM;AT: CS Corporate Documentos Srv.Adic.Mono;200
CSONMCOCUGM;ON(m): CS Corporate Ocupação p/ Gestão Mono;12,75
CSONMDECAR20;ON(m): CS Desktop Enterprise Careers 6a20 U.A.;5,67
CSEORCAPR;CS Enterprise Orçamento p/ Gestão Rede;3359
CSSAAOCUGR;SA: CS Advanced Ocupação p/ Gestão Rede;695
CSONDEIMOV21;ON: CS Desktop Enterprise Imóveis +20 U.A.;41
CSONMDESC21;ON(m): CS Desktop Enterprise Safe Credit +20 U.A.;0,42
CSATDCGREGUA;AT: CS Desktop Corporate Grelhas p/ Gestão U.A.;14
CSONCORCAPSAM;ON: CS Corporate Orçamento p/ Gestão Srv.Adic.Mono;182
CSSADCOBRGUA;SA: CS Desktop Corporate Obras p/ Gestão U.A.;12
CSONAPROJR;ON: CS Advanced Projeto p/ Gestão Rede;1459
CSONDESUPST5;ON: CS Desktop Enterprise Suporte + Stocks 1a5 U.A.;174
CSATCFORMR;AT: CS Corporate Formação Rede;864
CSONCLETM;ON: CS Corporate Letras Mono;153
CSONWEDOCE;ON: CS Web Enterprise Documentos Extranet;395
CSSADACONTUA;SA: CS Desktop Advanced Contabilidade U.A.;81
CSAREVIPR;CS Advanced Revisão de Preços Rede;2319
CSONALOTGR;ON: CS Advanced Lotes p/ Gestão Rede;464
CSONMESHSTSA;ON(m): CS Enterprise SHST Srv.Adic.;13,83
CSONMCOBRGM;ON(m): CS Corporate Obras p/ Gestão Mono;12,75
CSACONTSA;CS Advanced Contabilidade Srv.Adic.;1560
CSONMDESUP20;ON(m): CS Desktop Enterprise Suporte 6a20 U.A.;5,75
CSONDEREVIP21;ON: CS Desktop Enterprise Revisão de Preços +20 U.A.;18
CSONMCIMOBSAR;ON(m): CS Corporate Imobilizado Srv.Adic.Rede;13,42
CSONMDAGESUA;ON(m): CS Desktop Advanced Gestão U.A.;5,58
CSONMAIMOBSA;ON(m): CS Advanced Imobilizado Srv.Adic.;31,17
CSDECONT20;CS Desktop Enterprise Contabilidade 6a20 U.A.;283
CSATAREVIPR;AT: CS Advanced Revisão de Preços Rede;1160
CSONMEECOGR;ON(m): CS Enterprise Ecovalor p/ Gestão Rede;26,58
CSONEDOCBR;ON: CS Enterprise Documentos + BPM Rede;952
CSONMATERMP;ON(m): CS Advanced Terminais Portáteis;30,42
CSONEGREGSA;ON: CS Enterprise Grelhas p/ Gestão Srv.Adic.;96
CSATDCFROTUA;AT: CS Desktop Corporate Frota U.A.;27
CSONMDAIMOBUA;ON(m): CS Desktop Advanced Imobilizado U.A.;4,5
CSONMWEEQUI21;ON(m): CS Web Enterprise Equipa +20 U.A.;1,5
CSSADAOCUGUA;SA: CS Desktop Advanced Ocupação p/ Gestão U.A.;48
CSATARGPDRPA;AT: CS Advanced RGPD p/ Restauração Posto;95
CSDCORCAPUA;CS Desktop Corporate Orçamento p/ Gestão U.A.;96
CSONMCLOTP5P;ON(m): CS Corporate Lotes p/ POS 1a5 Postos;4,67
CSONCFROTM;ON: CS Corporate Frota Mono;231
CSEMULTP21P;CS Enterprise Multilingua p/ POS +20 Postos;104
CSONAINTSA;ON: CS Advanced Intrastat Srv.Adic.;182
CSSAADE;SA: CS Advanced Documentos Eletrónicos;259
CSONMEFORNP10P;ON(m): CS Enterprise Fornecedores p/ POS 1a10 Postos;12,92
CSSADESC5;SA: CS Desktop Enterprise Safe Credit 1a5 U.A.;14
CSONMEMULTP21P;ON(m): CS Enterprise Multilingua p/ POS +20 Postos;2,08
CSATCDOCR;AT: CS Corporate Documentos Rede;481
CSONMDECONS5;ON(m): CS Desktop Enterprise Consolidação 1a5 U.A.;11,17
CSONDEPLANP5;ON: CS Desktop Enterprise Planeamento p/ Gestão 1a5 U.A.;31
CSATDACRMUA;AT: CS Desktop Advanced CRM U.A.;81
CSATMEMOLR;AT: CS Manufactor Executive Moldes Rede;800
CSAFROTR;CS Advanced Frota Rede;2319
CSCEDIBSA;CS Corporate EDI Broker Srv.Adic.;122
CSONMEGREP20P;ON(m): CS Enterprise Grelhas p/ POS 11a20 Postos;2
CSSAWEGES20;SA: CS Web Enterprise Gestão 6a20 U.A.;216
CSONMASUPSTSA;ON(m): CS Advanced Suporte + Stocks Srv.Adic.;31,17
CSATCVENCM;AT: CS Corporate Vencimentos Mono;576
CSSAESINC10P;SA: CS Enterprise Sincro 1a10 Postos;103
CSATCFROTSAM;AT: CS Corporate Frota Srv.Adic.Mono;241
CSONDACRMUA;ON: CS Desktop Advanced CRM U.A.;39
CSSAARGPDRPA;SA: CS Advanced RGPD p/ Restauração Posto;68
CSONMCGESSAR;ON(m): CS Corporate Gestão Srv.Adic.Rede;23
CSONMAFORNRPA;ON(m): CS Advanced Fornecedores p/ Rest. Posto;10,17
CSSADAFORMUA;SA: CS Desktop Advanced Formação U.A.;58
CSSADEMEDIP20;SA: CS Desktop Enterprise Medição p/ Gestão 6a20 U.A.;54
CSSAERES21P;SA: CS Enterprise Restauração +20 Postos;223
CSDACLIUA;CS Desktop Advanced Clínica U.A.;159
CSSADCSUPSTUA;SA: CS Desktop Corporate Suporte + Stocks U.A.;30
NSFTCAUSB;Ficha de Técnico Certificado Anual ( USB );88
CSONMESCSA;ON(m): CS Enterprise Safe Credit Srv.Adic.;3,33
CSONMMMMRPUA;ON(m): CS Manufactor Manager MRP U.A.;3
CSSAWCDEEXT;SA: CS Web Corporate Documentos Eletrónicos Extranet;91
CSERGPDSA;CS Enterprise RGPD Srv.Adic.;457
CSATWEEB2BIUA;AT: CS Web Enterprise E-Commerce B2B Intranet U.A.;199
CSSAWCLOTG120;SA: CS Web Corporate Lotes p/ Gestão 1a20 U.A.;10
CSDASERVGUA;CS Desktop Advanced Serviços U.A.;37
CSSAEMULTP21P;SA: CS Enterprise Multilingua p/ POS +20 Postos;37
CSONAECOGR;ON: CS Advanced Ecovalor p/ Gestão Rede;143
CSONWEDEN;ON: CS Web Enterprise Denúncias;39
CSONMCVENCSAM;ON(m): CS Corporate Vencimentos Srv.Adic.Mono;11,5
CSONMWERGPD;ON(m): CS Web Enterprise RGPD;3,25
CSONAIMOBSA;ON: CS Advanced Imobilizado Srv.Adic.;374
CSSACCLIR;SA: CS Corporate Clínica Rede;483
CSONDACONSUA;ON: CS Desktop Advanced Consolidação U.A.;107
CSCRES5P;CS Corporate Restauração 2a5 Postos;403
CSONDESERVG21;ON: CS Desktop Enterprise Serviços +20 U.A.;7
CSONWEDOC400;ON: CS Web Enterprise Documentos 101a400 U.A.;5
CSWAGAI120;CS Web Advanced GenAI 1a20 U.A.;38
